size,price
106.18101782710437,91.03860850006268
192.60714596148742,176.84821206772884
159.79909127171078,141.59637937712822
139.7987726295555,103.38470296315282
73.40279606636548,85.89929916033564
73.3991780504304,78.86006305324499
58.71254182522992,66.49273727122947
179.92642186624028,143.76554127464854
140.16725176148134,149.99915166456816
156.21088666940682,113.79437000551101
53.08767414437037,57.8114576768945
195.48647782429916,213.41116652820585
174.86639612006326,137.80143869450393
81.85086660174142,62.65391214269997
77.2737450810651,70.56735769372547
77.51067647801507,59.921940291341826
95.63633644393066,57.20439767590789
128.71346474483568,115.78911716941224
114.79175279631737,83.04319314165257
93.68437102970628,91.90375396787186
141.77793420835692,109.63272522922921
70.92407909780627,91.0212496873633
93.82169728028272,69.40275131739935
104.95427649405376,87.61219878800568
118.41049763255539,120.02865280562835
167.77639420895204,127.16543315015612
79.95106732375396,75.25072874101535
127.13516576204174,136.67886710530084
138.86218532930639,94.65264672098058
56.96756190799966,54.024539551701174
141.13172778521576,130.28512802531364
75.57861855309373,81.33778220424502
59.75773894779193,30.91927486772934
192.33283058799998,147.408000187803
194.8448049611839,182.80682459655782
171.25960221746917,157.7667700917449
95.6920653760056,89.67480949087076
64.65081710095758,63.77529499079781
152.63495397682354,123.6046640509601
116.0228740609402,107.44092446313483
68.30573522671682,66.06740887115423
124.27653651669053,97.74779197537995
55.15827816728276,82.67480876948729
186.39806031181732,174.42326625392963
88.81699724000254,57.60366459395458
149.3783426530973,144.76468991666553
96.75666141341165,68.56915859384458
128.0102031766716,128.09660369460187
132.00654190149194,138.3405427144611
77.72816832882906,54.40578808232708
195.4376941646838,191.28031813296636
166.2699235041672,155.41028860356576
190.92484123462836,184.72019157872006
184.22410256414733,198.10172496986218
139.68499682166276,119.9026610832282
188.2811352534675,154.0029594171513
63.273875307787925,40.30248929067183
79.39742936287178,55.97912700357799
56.78409333658071,49.15001230010296
98.79954961448965,94.07233470359537
108.3015934534223,101.3688525614862
90.70235476608438,95.61439422446352
174.3106263727894,155.37049152558487
103.51299900403839,118.29018250242588
92.14017645310712,77.24093404498211
131.40441247373727,165.9129721002393
71.1386337462144,74.57539629390092
170.32954711310595,136.1644609151712
61.182596551965624,35.17644596614938
198.03304049007758,184.93390951054636
165.8367153944986,143.57234656523846
79.80735223012586,83.88055237846967
50.828317568540356,53.75547987832472
172.31921426822512,152.05318027089666
156.02860157714258,123.62316847842561
159.3510752061481,114.55520688912624
165.69055200289188,139.42732214536738
61.106697760113555,69.80013930432357
103.76985928164089,96.20886215500406
67.38035892876945,37.54522142978903
179.46551388133904,162.841564019713
143.4947190241337,134.64601276659806
99.63470372789737,72.76545246620829
59.53375254290354,55.752091670203654
96.64734825734934,87.06389688106891
98.77749830401206,67.33850812961951
159.4409267507096,148.34259729440063
145.63362070328196,139.70804390054914
183.08191138644898,182.4378235110946
120.83223877429239,126.50912944574847
67.93913689074526,35.66778320953564
156.98671808344926,122.83732837579763
164.11775729253463,155.33543880011172
134.19157963542443,128.6786529919475
165.64507699318415,156.69497687744277
124.06933945465862,179.77087894643117
128.40992440729912,124.56086191497322
114.13115275378244,122.01690747411715
53.81286901161428,65.06548516321435
66.18371404899567,70.6285480271105
